keyword,url,judul,bahan,langkah
ayam,https://cookpad.com/id/resep/24948902,516. Ayam Santan Rica-rica,"1 /2 ekor ayam, potong2 sesuai selera,1 buah jeruk nipis, BUMBU HALUS :,10 buah cabe (atau sesuai selera),8 buah bawang merah,2 buah bawang putih,3 butir kemiri bakar,1 ruas kunyit,1 ruas jahe, BAHAN TAMBAHAN :,2 buah kentang, kupas, potong kotak,1 batang serai, memarkan,2 potong daun pandan,1/2 sdt lada,1/2 sdt ketumbar,1 sachet santan instan, Sckpnya air, Sckpnya garam, Sckpnya penyedap rasa, Sckpnya gula (opsional),3 sdm minyak goreng, Sckpnya bawang goreng","Cuci ayam, marinasi dengan sedkit garam dan perasan jeruk nipis kurang lebih 15 menit. Bilas ayam dan rebus 10 menit, angkat dan tiriskan. Sisihkan,Panaskan minyak di wajan. Tumis bumbu halus, serai dan daun pandan sampai wangi dan berubah warna.,Masukkan kentang, aduk. Tambahkan air sampai kentang terendam kurang lebih 500 ml. Masak sampai kentang setengah matang (tutup),Tambahkan ayam yg telah direbus tadi. Aduk rata. Tambahkan air jika terlalu kering,Tambahkan gula, garam, penyedap rasa, ketumbar, santan dan lada. Aduk rata. Masak sampai ayam dan kentang benar2 matang. Koreksi rasa,Angkat dan sajikan dengan taburan bawang goreng 👍😘"
ayam,https://cookpad.com/id/resep/24991679,Dimsum Ayam Udang Sayuran,"600 gr ayam fillet,200 gr udang kupas,1 bh wortel (kecil),1 bh labu siam (kecil),2 putih telur,10 siung bawang putih,10 sdm minyak wijen,1.5 sdt garam (selera),1 sdt gula pasir (selera),1/2 sdt kaldu bubuk,1/2 sdt lada bubuk,10 sdm tapioka,3 tangkai daun bawang diiris,60 pcs kulit dimsum siap pakai,1 mangkuk chilli oil","Siapkan bahannya.,Chopper semua bahan kecuali sayuran dan tepung tapioka.,Keluarkan bahan yang sudah di chopper, tambahkan wortel dan labu siam parut. Aduk rata.,Ambil kulit dimsum, beri isian dan bentuk rapi.,Kukus selama 30 menit, angkat.,Sajikan bersama chillli oil"
ayam,https://cookpad.com/id/resep/25015010,Ayam masak Kicik,"1 kg ayam,2 ruas lengkuas,2 batam serai,3 lembar daun salam,3 lembar daun jeruk,4 sdm kecap manis,700 ml air,100 ml santan kental (saya pakai santai instan 65mL),1 sdt lada bubuk, Gula, garam, dan penyedap lainnya menyesuaikan,12 siung bawang merah,9 siung bawang putih,5 buah kemiri,1 ruas jahe,1 ruas kunyit,1 sdm ketumbar,7-10 buah cabe rawit (optional, resep asli tidak menggunakan)","Tumis bumbu halus hingga wangi, tambakan lengkuas, daun salam, daun jeruk, serai. Lalu masukkan ayam.,Tambahkan air, masukkan kecap, gula, garam, lada, Masak sampai air susut. Koreksi rasa. Siap dihidangkan"
ayam,https://cookpad.com/id/resep/25015033,Ayam Koto Gadang,"1 kg ayam,1 liter air kelapa (sy menggunakan hidrococo 500 mL),1 ruas lengkuas,2 keping asam kandis,1 batang serai,1 lembar daun kunyit (sy skip),3 lembar daun salam,4 lembar daun jeruk, Garam, penyedap rasa menyesuaikan,150-200 gr cabe hijau,20 buah cabe rawit,3 cm kunyit,3 cm jahe,6 siung bawang putih,9 siung bawang merah,1/2 biji pala,1 sdm ketumbar,3 buah kemiri","Haluskan bumbu, lalu tumis bumbu. Tambahkan lengkuas, serai, daun salam, daun jeruk, daun kunyit.,Masukkan ayam, lalu tambahkan air kelapa. Tambahkan gula garam dan penyedap. Tambahkan asam kandis.,Masak sampai air susut, koreksi rasa. Siap dihidangkan."
ayam,https://cookpad.com/id/resep/25015363,Ayam Jahe,"1 ekor ayam kampung uk sedang,2 ruas jahe iris tipis,4 sdm minyak wijen,3 sdm saus tiram,4 sdm kecap asin,2 sdm kecap manis,1 sdm gula pasir,1 sdm bumbu pekak/ngohiong,1/2 sdt garam,1 sdt lada bubuk,2 batang daun bawang,4 siung bawang putih geprek,2 sdm maizena larutkan dengan air","Bersihkan ayam kemudian potong dan marinasi ayam dengan bumbu perendam selama 1 jam,Tumis bawang putih sampai wangi kemudian masukkan ayam,Aduk ayam sampai berubah warna dan masukkan daun bawang terakhir air maizena kemudian tambahkan air secukupnya,Masak ayam sampai empuk dan air menyusut dan koreksi rasa"
ayam,https://cookpad.com/id/resep/25009003,Siomay ayam sawi putih Dimsum Ayam,"250 gr paha ayam giling,1/4 sdt garam,1/2 sdm gula pasir,1/4 sdm kaldu jamur,1/4 sdt merica bubuk,1 sdm saus tiram,1 sdm tapioka,2 siung baput (aku frozen),3/4 wortel serut (seadanya),1/2 genggam chickpeas rebus,7 lembar daun sawi ukuran besar,Sedikit wortel serut untuk topping siomay","Rebus daun sawi agar lunak (sebentar saja) lalu tiriskan. Kemudian belah daun jadi 2,Campurkan semua bahan siomay,Aku chopper lagi agar tercampur rata, adonan siomay sudah siap,Ambil 1 daun, kemudian letakan adonan siomay, banyak nya tergantung selera ya. Kalo aku agak banyak agar siomay gendut dan cantik. Gulung sampai ujung daun.,Letakan gulungan siomay dalam kukusan, kukus sebentar sekitar 10-15 menit, siomay sudah matang. Kalau malas pakai daun sawi, bisa pakai nori atau langsung kukus saja seperti di foto kedua.,Sajikan siomay, bisa ditambahkan saus sambal. Tapi dimakan begitu saja sudah nikmat 😋"
ayam,https://cookpad.com/id/resep/24789361,Sayur Bening Ayam Suwir,"1 ikat bayam,150 gr timun,100 gr jagung manis pipil,100 gr ayam suwir,secukupnya Garam dan bumbu kaldu,300 gr air","Bersihkan dan siangi bayam, Iris"" timun, siapkan jagung manis yang sudah di pipil,Siapkan ayam yang telah di rebus dan di suwir, iris"" bawang merah dan cabe merah geprek bawang putih,Goreng geprekan bawang putih hingga wangi masukkan ayam suwir aduk"",Beri air dan garam biarkan mendidih,Setelah mendidih masukkan bumbu kaldu, dan jagung disusul dengan bayam,Setelah bayam agak matang masukkan timun dan cabe merah,Tes rasa terakhir masukkan irisan bawang merah aduk sebentar matikan kompor,Hidangkan...."
ayam,https://cookpad.com/id/resep/25011462,Homemade chicken louncheon,"500 gr paha ayam filet,60 gr putih telur,50 gr bawang putih (haluskan),85 gr bawang bombay(haluskan),1.5 sdt angkak powder,1/2 sdt merica bubuk,3/4 sdt garam,1 sdm kecap asin,1 sdm kecap ikan,1 sdm kaldu jamur / micin,2 sdm gula pasir (rose brand),80 ml minyak rose brand,80 gr maizena rose brand,1/2 sdm mentega / minyak untuk menggoreng","Siapkan semua bahan, ayam segar wajib masuk Freezer minimal 1jam untuk hasil yang lebih kenyal dan adonannya juga tdk terlalu lembek. 

Masukan semua bahan kecuali maizena dan minyak goreng, giling sampai halus.

Note : Sebaiknya bawang bombai dan bawang putih dihaluskan terlebih dahulu untuk hasil akhir yang lebih padat (tidak rongga),Setelah haus masukan minyak goreng dan maizena haluskan kembali, pastikan adonan benar-benar halus, sampai mendapatkan tekstur seperti dalam video,Ambil sedikit lalu pan sebentar untuk koreksi rasa, kalau dirasa pas tuang ke dalam Loyang/mangkuk tahan panas yang seluruh bagian sudah diolesi minyak dan dialasi baking papper bagian dasarnya saja. Padatkan dengan cara ditekan dengan sencok atau spatula.,Panaskan kukusan, kalau sdh mendidih masukan luncheon dan kukus selama 30 menit. Setelah itu angkat keluarkan dr cetakan, biarkan suhu ruang/set baru di iris sesuai selera. Saya jadi 20 iris.,Bisa dimakan langsung atau dipan dengan minyak/margarin Rose Brand."
ayam,https://cookpad.com/id/resep/25012956,Homemade Chicken Sausage,"650 gr fillet paha ayam,50 gr lemak ayam,50 gr putih telur,190 gr air es/es serut (saya pakai es batu kecil2),5 gr baking powder double acting,50 gr tepung tapioka cap Pak Tani Gunung,25 gr gula pasir Rose Brand,1 sdt kaldu bubuk,20 gr garam,1 sdt smoked powder,1 sdt garlic powder,1 sdt onion powder (saya ganti ¼ buah bawang bombay cincang),1 sdt angkak powder,1 1/2 sdt bumbu bradwurst,1 sdt parsley kering,1 bungkus selongsong sosis (saya pakai uk 16,5 mm),1 gulung benang wol putih potong 7 cm","Siapkan bahan² terlebih dahulu, untuk daging ayam segar (jika beku sebaiknya dicairkan terlebih dahulu karna akan berpengaruh ke tekstur), wajib bagian paha untuk hasil yang lembut dan juicy (dada ayam hasilnya lebih padat cenderung keras). Lemak ayam bisa diambil di bagian paha atas, biasanya berwarna putih dan terletak dibawah kulit.,Masukan ayam, lemak ayam dan es batu, haluskan. Lalu masukan semua bahan kecuali tapioka dan baking powder mix sampai tercampur rata, masukan tapioka cap Pak Tani Gunung dan baking powder campur sampai rata.,Masukan adonan kedalam plastik segi tiga.,Potong selongsong sosis menjadi 2-3 bagian. Saya menggunakan selongsong colagen jadi aman untuk dimakan.

Potong ujung plastik segi tiga masukan kedalam lubang selongsong. Tekan adonan perlahan agar tidak ada rongga yang terisi angin, setelah terisi selongsong otomatis memanjang.

Setelah selesai urut/tekan² sosis untuk meratakan adonannya, ukur panjang sosis sesuai selera. Ikat dengan benang wol. Tusuk² sosis yg sdh diikat dengan jarum untuk mengeluarkan gelembung udara.,Panaskan air cukup sampai berbuih saja tidak perlu sampai mendidih sekitar 75°c. Kalau airnya sudah panas masukan sosis otomatis akan mengembang, rebus selama 15-20 menit dengan api sangat kecil. 

Angkat kedalam wadah yang berisi air es untuk memperlambat proses pematangan sosis dan membantu selongsong menempel ke sosisnya. Jika sdh dingin angkat dan tiriskan.,Panaskan oven dgn suhu 60°-100°c panggang oven selama 15-20mnt sambil dibolak balik.Cukup hangat sedikit panas tujuannya biar kulit dan sosisnya menyatu, lebih set dan pastinya lebih awet dan tahan lama.

Guting dan lepas tali sosis, jika sosisnya ada yg bopeng brarti masih ada gelembung udara didalam sosis biasanya waktu mengisi/menekan sosisnya kurang rata.

Sosis siap di olah atau disimpan dalam ciller tahan 7-10hr, didalam freezer bisa tahan 2-3bln."
ayam,https://cookpad.com/id/resep/25013284,H163. Perkedel Ayam dan Sayuran Kukus (11 month+),"20 gram kuntum brokoli,20 gram buncis, potong2,60 gram kentang, potong2, kukus, haluskan,60 gram daging ayam giling,1 butir telur puyuh,1 siung bawang putih ukuran kecil, cincang halus,1 jari telunjuk daun bawang, iris tipis","Campur dan aduk rata kentang, daging ayam, telur puyuh, bawang putih dan daun bawang. Bentuk sesuai selera sebanyak 9 potong. Masak di atas teflon tanpa minyak hingga matang.,Kukus brokoli dan buncis selama 15 menit."
ayam,https://cookpad.com/id/resep/25011894,Ayam Lada Hitam,"500 g Daging ayam tanpa tulang,1 buah Bawang bombay,3 siung Bawang putih,3 buah Cabai rawit,2 buah Cabai merah,secukupnya Minyak,2 sdm Tepung maizena,secukupnya Lada bubuk,secukupnya Garam,2 sdm Saus tiram,2 sdm Kecap manis,2 sdm Saus tomat,1 bungkus Saori lada hitam","Marinasi ayam dengan tepung maizena, garam, dan lada selama 30 menit.,Iris bawang bombay dan cabai, cincang bawang putih.,Goreng ayam hingga setengah matang, tiriskan.,Tumis bawang bombay, bawang putih, dan cabai hingga harum.,Masukkan ayam, tambahkan semua saus, aduk rata dan cicipi rasa.,Sajikan ayam lada hitam selagi hangat."
ayam,https://cookpad.com/id/resep/25011910,Paha Ayam Panggang Madu Mustard,"2 potong Paha ayam bagian atas,1 buah Wortel,2 buah Kentang,1 buah Bawang bombay,2 siung Bawang putih,1 sdm Parsley,1/2 sdt Lada hitam,1/2 sdt Garam,2 sdm Butter,2 sdm Madu,1 sdm Mustard,1 sdm Saus sambal,1 sdm Kecap asin","Cuci dan keringkan paha ayam, lumuri dengan lada hitam dan garam.,Panaskan butter, panggang paha ayam hingga setengah matang, angkat dan sisihkan.,Tumis bawang bombay dengan sisa butter hingga layu, masukkan wortel, tumis sebentar.,Tambahkan kentang, masak hingga empuk. Masukkan bawang putih cincang dan parsley, aduk rata, masak 5 menit.,Pindahkan tumisan ke wadah tahan panas, letakkan paha ayam di atasnya.,Di wajan lain, masak madu, mustard, saus sambal, dan kecap asin hingga mengental.,Tuang saus di atas paha ayam, oven suhu 200°C selama 25-30 menit.,Sajikan hangat."
ayam,https://cookpad.com/id/resep/25011987,Chicken Katsu Curry,"500 g Dada ayam,3 buah (ukuran sedang) Kentang,3 buah Wortel,2 blok Bumbu kari Jepang blok (Sasa),100 g Tepung terigu,250 g Tepung roti,1 butir Telur,1 buah Bawang bombai,400 ml Minyak goreng,350 ml Air,1 sdt garam,1 sdt kaldu ayam,1 sdt bawang putih bubuk,1/2 sdt merica bubuk,1/2 sdt pala bubuk,1/2 sdt bawang merah bubuk","Potong dada ayam dengan ketebalan sedang, bumbui dengan bumbu marinasi.,Marinasi ayam selama 1 jam didalam kulkas, setelah 1 jam, keluarkan ayam.,Balur ayam dengan tepung terigu, celupkan ke telur, lalu lapisi tepung roti.,Goreng ayam dalam minyak panas hingga kuning keemasan, tiriskan.,Rebus kentang dan wortel selama 10 menit.,Kupas dan potong kentang, wortel, dan bawang bombay.,Tumis bawang bombay hingga harum, masukkan kentang dan wortel, aduk rata.,Masukkan bumbu kari blok Sasa, aduk hingga larut dan mengental.,Tambahkan air, masak hingga sayur empuk.,Sajikan ayam katsu di atas nasi, siram dengan kari sayur."
ayam,https://cookpad.com/id/resep/25011967,Ayam Saus Tiram,"2 kg ayam fillet,1 1/2 sdm garam,3 bungkus lada,2 1/2 bombay,10 bawang putih,3 wortel,10 Cabe rawit,4 cabe besar,7 sdm mentega,10 sdm saus tiram,10 sd, kecap manis,5 sdm kecap asin,5 sdm tepung meizena,5 sdm gula,5 sdm kaldu jamur (penyedap ayam boleh),500 ml air","Marinasi ayam, garam, lada 10 menit,Siapkan wadah lalu masukan saus tiram, kecap manis, kecap asin, tepung meizena, gula, kaldu jamur, air campur dan larutkan,Tumis bambay dan bawang putih dengan mentega,Masukan ayam masak hingga setengah matang, di harus sering di aduk agar matangnya merata,Masukan wortel dan cabai,Lalu masukan bahan saus yg sudah kita campur,Masak hingga matang dan saus mulai mengental,Jangan lupa koreksi rasa,Siap di sajikan"
ayam,https://cookpad.com/id/resep/25011947,Ayam Cabe Garam,"1 dada ayam fillet,secukupnya Tepung Bumbu Serbaguna,secukupnya Bawang Merah &amp; Putih,secukupnya Cabai Rawit,secukupnya cabai merah,irisan daun jeruk,sedikit garam, lada bubuk, dan totole","Potong dadu kecil-kecil sesuai selera,
bumbui/marinasi dengan lada hitam, sedikit garam dan marinasi sekitar 15menit,Siapkan tepung basah dan tepung kering,Potong duo bawang kecil-kecil dan panaskan bersama dengan cabai dan daun jeruk yang diperlukan,Panaskan minyak dan tumis bumbu yang telah disiapkan,Ayam berbalur tepung dan telah digoreng, masukkan dalam bumbu yang telah ditumis,Bumbui dengan secukupnya lada hitam, garam dan totole,Cicipi rasa dan violaaaa ~
Bisa banget jadi lauk perbekalan anak ala bento"
ayam,https://cookpad.com/id/resep/25011858,Potato Tart With Mushroom Celery Chicken - Isi Mozzarella Jamur,"350 Gr Kentang (Kukus),Secukupnya Garam &amp; Lada Hitam,80 Gr Ayam Cincang,5 Bh Jamur Champignon,1 Btg Celery / Seledri Stick,1/2 Bh Bawang Bombay,2 Bh Cabe Merah + Hijau (Paprika Jika ada),Secukupnya Garam dan Lada Hitam,Secukupnya Saus Tomat,Secukupnya Margarin,Secukupnya Mozzarella","Tumbuk halus kentang kukus, tabur dg garam & lada hitam aduk rata. 

Ambil bulatan adonan tekan ratakan ke dasar dan pinggir cetakan tart foil. Tusuk garpu dan oles margarin.,Panggang di oven suhu 200 °C ± 20 menit. 

Isian : Tumis dg margarin, bawang bombay yg sudah di potong, lalu irisan jamur hingga layu, dan potongan seledri stick.,Masukan ayam cincang, tumis smp berubah warna, beri garam & lada hitam, beri secukupnya saus tomat. Aduk rata. 

Terakhir, masukan potongan cabe merah+ hijau (Atau paprika), angkat sisihkan.,Setelah kulit tart matang, oles saus tomat, masukan Mozarella, lalu isi dg isian sayur & ayam td, topping lg dg mozzarella.

Panggang lg ± 7-8 menit, selesai.,Potato Tart With Mushroom Celery Chicken Mozzarella siap di sajikan hangat."
ayam,https://cookpad.com/id/resep/25010660,374.Homemade Chicken Luncheon,"500 gr paha ayam fillet,60 gr putih telur,50 gr bawang putih haluskan,85 gr bawang Bombay haluskan,1,5 sdt angkak powder (aku skip),1/2 sdt lada bubuk,3/4 sdt garam,1 SDM kecap asin,1 SDM kecap ikan (aku skip),1/2 sdt kaldu bubuk,2 sdt gula pasir,80 ml minyak goreng,80 gr tepung maizena","Cooper fillet ayam.seerri ada sensasi kriyuk atau kres gitu makanya aku nggak Cooper semua bahan ya....fillet juga tidak terlalu halus.nah sekarang campur semua bahan kecuali minyak dan maizena.aduk rata.baru tambahkan minyak dan maizenanya,Aduk lagi hingga bercampur merata lalu cetak pada wadah.kukus selama kurleb 30 menit.,Setelah matang angkat, keluarkan dari wadah dan tunggu uapnya hilang ya,Nah sekarang potong potong dech.kalau mau langsung dinikmati goreng dengan sedikit minyak ya di teflon saja asal sedikit kecoklatan....ini enak banget lho bisa dimakan langsung atau sajikan dengan roti sayur ala burger gitu ya.s2lamat mencoba"
ayam,https://cookpad.com/id/resep/25010195,Gulai Korma Ayam Khas Minang,"250 gr Dada Ayam Fillet,500 ml Air,1 bh Kentang (potong sesuai selera),135 gr Santan Rose Brand,1/4 sdt Garam,1/2 sdt Kaldu Jamur,1 jempol Asam Jawa (larutkan dengan sedikit air),5 sdm Minyak (utk menumis),1 btg Serai (geprek),3 lembar Daun Jeruk,1 sdt Ketumbar,1/4 sdm Jinten,1/4 sdm Adas,3 bh Kapulaga,3 butir Cengkeh,1 batang Kayu manis,3 btr Bawang Putih (sy skip),6 btr Bawang Merah,2 cm Jahe,1 cm Lengkuas,3 btr Kemiri","Siapkan Bahan ;,Masukkan semua bahan bumbu halus ke jar blender, haluskan.,Panaskan minyak, masukkan bumbu halus, serai, daun jeruk dan daging ayam fillet tumis sebentar sampai berubah warna.,Lalu masukkan air, kentang dan santan aduk rata.,Masukkan garam, kaldu jamur dan air asam jawa aduk rata. Masak sampai kuah mengental dan kentang empuk. Tes rasa.,Gulai Korma Ayam Khas Minang siap di sajikan."
ayam,https://cookpad.com/id/resep/25010832,Ayam Pop Khas Sumatera Barat,"1 kg paha ayam potong,6 siung bawang putih,2 lembar daun salam,3 lembar daun jeruk, buang tulang tengahnya,1 batang sereh ukuran besar, geprek,4 cm jahe, iris-iris,50 ml santan,300 ml air kelapa,300 ml air,1 sdt garam,1/2 sdt kaldu bubuk,1/6 sdt merica bubuk,4 siung bawang merah,3 siung bawang putih,1 buah tomat merah,7 buah cabai keriting,7 buah cabai rawit,1 sdt gula pasir,1/2 sdt kaldu jamur,150 ml air ungkepan ayam,1 sdm tepung terigu pro sedang,60 ml minyak goreng,150 gr daun singkong, rebus (skip),1 buah timun (skip)","Haluskan bawang putih dengan sedikit air hingga benar-benar halus, kemudian iris jahe dan geprek sereh.

Siapkan panci, masukkan ayam, bawang putih halus, dan air.,Tambahkan air kelapa, jahe iris, sereh geprek, daun salam, daun jeruk, dan santan. Tambahkan garam, kaldu jamur, dan merica. Aduk rata.,Lalu masak dengan api sedang ke kecil selama kurang lebih 30 menit sambil ditutup. Angkat dan matikan kompor, biarkan ayam di dalam panci sebentar. Ambil air ungkepan ayam sebanyak 150 ml (saring), lalu tambahkan tepung terigu dan aduk rata.,Masukkan bahan-bahan sambal yang sudah dipotong ke gelas blender, beri sedikit air, gula pasir, dan kaldu jamur. Haluskan hingga benar-benar halus.

Siapkan wajan, panaskan minyak lalu masukkan bahan sambal yang sudah diblender tadi. Masak hingga wangi. Tambahkan air ungkepan ayam pop yg sudah dicampur dengan tepung terigu, masukkan ke dalam tumisan sambal, masak kembali hingga benar-benar matang. Koreksi rasa.,Bisa disaring supaya teksturnya kental halus persis di RM Padang.,Tiriskan ayam yang sudah matang dan siram dengan sedikit air ungkepan ayam pop. Ayam pop siap disajikan bersama sambal dan pelengkap lainnya.

Enjoyy..😘😘"
ayam,https://cookpad.com/id/resep/23955589,Serundeng Kelapa dan Ayam,"1 buah Kelapa setengah muda diparut,1 kg Daging Ayam tanpa tulang,secukupnya Air,secukupnya Minyak Goreng,5 siung Bawang Putih,8 butir Bawang Merah,1 sendok teh Ketumbar,1/2 sendok teh Jinten,4 mata Asam Jawa,3 ruas Lengkuas diparut,3 cm Kunyit,4 lembar Daun Salam,3 lembar Daun Jeruk,2 batang Sereh,Secukupnya Gula Merah, Garam, penyedap","Persiapan alat dan bahan. Daging ayam dicuci dan dipotong ukuran sedang. Bumbu duo bawang, ketumbar, jinten, kunyit, asam jawa dihaluskan dengan diuleg. Sereh digeprek, lengkuas diparut.,Di wajan, bumbu halus ďi tumis hingga harum. Tambahkan sedikit air dan bumbu cemplung (daun salam, daun jeruk, sereh), garam, gula, penyedap. Setelah mendidih masukkan daging ayam kemudian ďiaduk aduk agar tercampur rata bersama bumbu.
Masak hingga daging ayam empuk.,Setelah daging ayam empuk masukkan kelapa parut. Aduk rata, sambil dilakukan tes rasa. Gunakan api sedang cenderung kecil. Lanjut masak sambil diaduk agar bagian bawah tidak gosong. Masak hingga air menyusut.,Setelah air menyusut, daging ayam diambil dan dipisahkan dengan parutan kelapa. Kelapa parut lanjut dimasak dengan cara diaduk terus hingga kering dan berwarna kecoklatan. Gunakan api sedang cenderung kecil.,Daging ayam yang dipisahkan tadi digoreng hingga kuning kecoklatan tapi tidak terlalu kering. Jangan kelamaan gorengnya agar daging ayam tidak keras. Selesai digoreng kemudian ditiriskan agar minyaknya menetes.,Masukkan daging ayam yang sudah digoreng tadi ke dalam serundeng kelapa. Aduk rata. Selesai.,Sajikan sebagai teman makan nasi hangat."
ayam,https://cookpad.com/id/resep/25010610,Ayam Serundeng,"6 potong ayam,1/2 butir kelapa parut,3 siung bawang putih,1/2 sdt  ketumbar,1/2 sdt  lada,100 ml  air,1/2 sdt  garam,1/2 sdt  vetsin,1/2 sdt  penyedap rasa","Siapkan semua bahan.,Bumbu ulek direbus bersamaan, masukkan bahan pelengkap.,Siapkan minyak, goreng ayam beserta kelapa parut setelah matang angkat dan tiriskan."
ayam,https://cookpad.com/id/resep/25010815,266. Homemade Chicken Pepperoni,"500 gr ayam fillet,60 gr putih telur,50 gr tapioka pak Tani Rose Brand,15 ml minyak goreng,1 sdt angkak bubuk,1 sdt garlic powder,1 sdt smoked powder,1/2 sdt black pepper powder,1 sdt red paprika powder (sy skip),15 gr garam,20 gr gula pasir Rose Brand,2 sdt kaldu bubuk,3 sdm cabe kering kasar (sy skip),1/2 sdt oregano (sy skip),Secukupnya plastic wrap/baking paper","Siapkan semua bahan. Masukkan ayam ke chopper,Tambahkan semua bahan bumbu dan putih telur blend semua. Baru masukkan tepung tapioka dan minyak aduk rata.,Siapkan plastic wrap, letakkan adonan memanjang di atasnya dan ratakan. Rapatkan plastic dan bentuk bulat. Panaskan kukusan. Kukus selama 30 menit. Angkat dan dinginkan,Lepas plastic wrap. Oven dalam suhu 100°C selama 20 menit. Jangan lupa dibalik biar merata kering. Siap disajikan untuk topping pizza, isian sandwich, burger, dll,Kalau mau jadikan frozen food, iris sesuai selera dulu baru masukkan freezer 😋"
ayam,https://cookpad.com/id/resep/25009259,Sosis Ayam Simple,"350 gr filet ayam plus lemak ayam,1 putih telor (ukuran kecil),3 kotak cube es batu,1/4 sdt garam, Seasoning :,1/2 sdt garlic powder,1/2 sdt onion powder,1 sdt smoked powder","Giling ayam dan lemak kemudian masukan bahan-bahan lain blen sampai tercampur rata,Setelah semua tercampur rata masukan adonan ke piping bag kemudian tuang ke cetakan,Panaskan dandang kukus selama 10-15 menit atau sampai matang biarkan dingin keluarkan dari cetakan,Texturenya bagus rasanya jg enak banget loh ini yuk Cobain"
ayam,https://cookpad.com/id/resep/25009077,191. Arem-Arem Ayam Suwir,"250 gr dada ayam fillet,10 cabai rawit merah,10 cabai keriting merah,5 bawang merah,5 bawang putih,1 sdt garam,1 sdt penyedap,1 sdt gula pasir,5 sdm kelapa parut sangrai,500 gr beras,1000 ml air santan,1/2 sdm garam,5 lembar daun salam,2 batang serai,4 butir telur,2 sdm tepung terigu,100 ml air,1/2 sdt garam,2 sdm minyak,Secukupnya daun pisang,Secukupnya tusuk gigi","Rebus ayam lalu suwir suwir (saya pakai mixer) lalu tumis bumbu halus sampai harum masukkan Sosis dan ayam Beri seosening cek rasa lalu biarkan sedikit kering,Baru masukkan kelapa parut sangrai aduk biarkan merata lalu sisihkan,Masak nasi yang susah dicuci bersih dengan santan salam serai garam sampai air menyusut,Dalam wadah campurkan tepung dan air aduk rata baru masukkan telur, garam dan minyak goreng aduk rata kembali sampai mengkilap, baru cetak diatas teflon uk.24cm (saya jadi 9),Lalu siapkan 1 lembar telur dadar beri nasi dan isian ayam suwir gulung seperti menggulung sushi, lalukan sampai selesai setelah itu kukus sampai matang atau kurlen 40 menit,Arem-Arem Ayam suwir siap disajikan"
ayam,https://cookpad.com/id/resep/25009172,Chicken Luncheon vegetable,"500 gram dada ayam fillet,1/2 buah wortel,100 gram buncis,1 batang daun bawang,3 butir telur (putihnya saja) difoto hanya 2, diakhir adonan tambah lagi 1 karena terlalu padat,7 siung bawang putih,4 siung bawang merah,1 buah bawang Bombay,1/2 sachet pada bubuk,1 sdt micin asatu rose brand,1 SDM garam,1 SDM kecap asin,1 SDM gula rose brand,3 SDM minyak goreng Rose Brand,80 gram maizena rose brand","Siapkan semua bahan, potong-potong fillet ayam agar mudah dihaluskan,Siangi bumbu dan sayuran, cuci bersih, Iris duo bawang, daun bawang, wortel dan buncis agar mudah dihaluskan,Siapkan juga putih telur nya,Masukkan semua kedalam blender (saya pakai blender ya karena Chopper saya lagi rusak) kecuali minyak dan maizena,Kalau sudah halus terakhir masukkan minyak dan maizena aduk rata. Hingga benar benar rata, koreksi rasa sedikit saja. Kalau sudah pas masukkan kedalam cetakan aluminium yang sudah dialasi kertas roti..kukus sampai matang. Kalau sudah matang keluarkan dari kukusan biarkan dingin sekitar 10 menit,Lanjut keluarkan dari cetakan, potong sesuai selera,Goreng dengan margarin rose brand hingga kecoklatan,Alhamdulillah chicken Luncheon vegetable sudah selesai. Selamat mencoba"
ayam,https://cookpad.com/id/resep/25008854,190. Cireng Ayam Suwir,"350 gr tepung tapioka,35 gr tepung terigu,300 ml air,5 buah bawang putih,1 sft kaldu bubuk,250 gr dada ayam fillet rebus,4 buah sosis besar potong dadu,10 cabai rawit,10 cabai keriting,5 bawang merah,5 bawang putih,1 ruas jari kencur,1 ruas jari jahe,5 lembar daun jeruk,1 sdt garam,1 sdt penyedap,1 sdt gula pasir","Rebus ayam dengan daun salam dan serai sampai empuk lalu suwir ayam (saya pakai mixer) lalu tumis bumbu halus sampai wangi dan tanak masukkan sosis dan ayam beri seosening cek rasa, bila dirasa sudah pas tumis terus sampai agak kering lalu sisihkan,Setelah itu kita buat kulitnya, dalam wadah campur semua pertepungan, lalu dalam panci masak air bawang dan seosening sampai mendrih lalu tuany ke dalam wadah tepung tadi uleni sampai bisa dipulung,Timbang masing-masing 19 gr ada sebagian 20 gr lalu pipihkan isi dengan ayam suwir lalu lipat membentuk pastel,Lalu panaskan minyak sebelum minyak bener"" panas bisa masukkan cireng sambil terus diaduk agar tidak meledak"
ayam,https://cookpad.com/id/resep/25005434,Ayam Suwir Bumbu Lodeh Tuban Pedas,"300 gr dada ayam, Bumbu lodeh tuban, Kaldu ayam,1 sachet masako,1/4 sdt garam","Rebus dada ayam dengan air sampai dada ayam tenggelam saja masukan garam rebus sampai matang angkat lalu pukul pukul dengan ulekan di atas cobek sampai ayam menjadi gepeng dan lalu suwir,Tumis bumbu lodeh sampai kesat,Lalu masukan kaldu ayam bekas rebusan aduk sampai bumbu lodeh larut agak kesat baru masukan ayam suwir aduk sampai rata dan aduk lagi sampai kesat matikan kompor dan ayam suwir bumbu lodeh tuban pedas siap di sajikan"
